announcement_id,company,text,timestamp,source,label,credibility_score,market_impact,source_reliability,verification_status
ann_0043,TCS,Joint venture with SpaceX for Mars mission announced,2025-08-18 22:18:50.036912,BSE,fraudulent,0.1884565016631638,High,Low,Unverified
ann_0044,HUL,Company receives regulatory approval for research project,2025-08-11 22:18:50.036920,BSE,legitimate,0.7024094738769839,Medium,High,Verified
ann_0045,HDFC Bank,Merger with Tesla confirmed - stock to increase 1000%,2025-06-18 22:18:50.036928,Company Website,fraudulent,0.1869323230251344,Medium,Low,Unverified
ann_0046,ITC,Board approves bonus issue in ratio 1:1,2025-06-22 22:18:50.036936,NSE,legitimate,0.857533419449411,Low,High,Verified
ann_0047,HDFC Bank,Annual general meeting scheduled for 2025-09-10,2025-08-23 22:18:50.036944,NSE,legitimate,0.768726466494069,Low,High,Verified
ann_0048,Titan Company,Revolutionary technology breakthrough - patents worth billions,2025-06-27 22:18:50.036952,BSE,fraudulent,0.23569033417580523,Low,Low,Unverified
ann_0049,Titan Company,QQ3 results show 6% growth in revenue,2025-08-26 22:18:50.036960,BSE,legitimate,0.8011024681344979,Low,High,Verified
ann_0050,HUL,Board approves bonus issue in ratio 1:1,2025-07-21 22:18:50.036968,News Portal,legitimate,0.8834451327546073,High,High,Verified
ann_0051,ICICI Bank,Rights issue approved by board at ₹322 per share,2025-08-06 22:18:50.036977,NSE,legitimate,0.9104374080060985,High,High,Verified
ann_0052,TCS,Company launches new product line for healthcare market,2025-08-01 22:18:50.036985,News Portal,legitimate,0.8976695001156592,Medium,High,Verified
ann_0053,Kotak Mahindra Bank,Annual general meeting scheduled for 2025-09-20,2025-07-21 22:18:50.036994,Company Website,legitimate,0.8410436908426573,Medium,High,Verified
ann_0054,Infosys,Board recommends final dividend of ₹40 per share,2025-06-26 22:18:50.037002,News Portal,legitimate,0.7104592316862757,Low,High,Verified
ann_0055,HUL,Dividend of ₹35 per share declared for shareholders,2025-09-02 22:18:50.037010,Company Website,legitimate,0.8655109041534061,Low,High,Verified
ann_0056,Infosys,Board recommends final dividend of ₹20 per share,2025-06-24 22:18:50.037018,News Portal,legitimate,0.8221070656665748,Low,High,Verified
ann_0057,State Bank of India,Annual general meeting scheduled for 2025-09-24,2025-08-17 22:18:50.037027,PR Agency,legitimate,0.9389896139229226,Low,High,Verified
ann_0058,ITC,Board approves bonus issue in ratio 1:1,2025-07-06 22:18:50.037034,News Portal,legitimate,0.9480293258671991,Low,High,Verified
ann_0059,State Bank of India,Company receives regulatory approval for manufacturing project,2025-07-25 22:18:50.037042,News Portal,legitimate,0.7787089961756056,High,High,Verified
ann_0060,Reliance Industries,Cryptocurrency partnership with major bank confirmed,2025-07-22 22:18:50.037050,NSE,fraudulent,0.14562034954187536,High,Low,Unverified
ann_0061,Titan Company,Rights issue approved by board at ₹615 per share,2025-08-30 22:18:50.037058,NSE,legitimate,0.924955808533407,Low,High,Verified
ann_0062,Asian Paints,Board approves bonus issue in ratio 1:1,2025-06-27 22:18:50.037067,NSE,legitimate,0.7404907971706501,Medium,High,Verified
ann_0063,ITC,"Secret government contract worth ₹50,000 crore finalized",2025-08-07 22:18:50.037075,Company Website,fraudulent,0.2721998467961874,Low,Low,Unverified
ann_0064,TCS,Company discovers oil reserves worth ₹1 lakh crore in Rajasthan,2025-07-16 22:18:50.037083,BSE,fraudulent,0.21143196718184354,Medium,Low,Unverified
ann_0065,HDFC Bank,Annual general meeting scheduled for 2025-09-06,2025-09-02 22:18:50.037097,NSE,legitimate,0.7457101970168414,High,High,Verified
ann_0066,Bharti Airtel,Company receives regulatory approval for research project,2025-08-30 22:18:50.037106,PR Agency,legitimate,0.7756286985178503,Medium,High,Verified
ann_0067,ITC,Company signs MoU with Google for strategic collaboration,2025-06-16 22:18:50.037115,Company Website,legitimate,0.9229471017021341,High,High,Verified
ann_0068,ITC,Company launches new product line for technology market,2025-07-16 22:18:50.037123,NSE,legitimate,0.9062496113027292,Low,High,Verified
ann_0069,Titan Company,Revolutionary technology breakthrough - patents worth billions,2025-08-23 22:18:50.037132,Company Website,fraudulent,0.14341140658845203,Medium,Low,Unverified
ann_0070,Asian Paints,Company receives regulatory approval for research project,2025-07-15 22:18:50.037140,Company Website,legitimate,0.7242517042825771,Low,High,Verified
ann_0071,HUL,Dividend of ₹25 per share declared for shareholders,2025-07-23 22:18:50.037148,News Portal,legitimate,0.897338644533484,Medium,High,Verified
ann_0072,Infosys,Dividend of ₹48 per share declared for shareholders,2025-06-08 22:18:50.037157,Company Website,legitimate,0.8016550901764397,Low,High,Verified
ann_0073,TCS,BREAKING: Company acquired by Apple for $50 billion deal!,2025-07-23 22:18:50.037165,BSE,fraudulent,0.2993279388728527,High,Low,Unverified
ann_0074,HDFC Bank,Company launches new product line for technology market,2025-07-28 22:18:50.037174,News Portal,legitimate,0.7271057295250818,Medium,High,Verified
ann_0075,Titan Company,Dividend of ₹29 per share declared for shareholders,2025-07-24 22:18:50.037184,PR Agency,legitimate,0.8295520364240101,Medium,High,Verified
ann_0076,Larsen & Toubro,Company launches new product line for automobile market,2025-07-29 22:18:50.037192,News Portal,legitimate,0.8506738946708824,High,High,Verified
ann_0077,Maruti Suzuki,QQ3 results show 12% growth in revenue,2025-07-24 22:18:50.037202,News Portal,legitimate,0.8621698591976543,Low,High,Verified
ann_0078,Titan Company,Company signs MoU with Oracle for strategic collaboration,2025-06-29 22:18:50.037211,NSE,legitimate,0.9211684219862517,Medium,High,Verified
ann_0079,HDFC,Board recommends final dividend of ₹42 per share,2025-08-31 22:18:50.037224,BSE,legitimate,0.826436526579241,High,High,Verified
ann_0080,HUL,Board meeting scheduled to consider quarterly results on 2025-09-26,2025-08-24 22:18:50.037232,BSE,legitimate,0.7042373797884174,Low,High,Verified
ann_0081,Reliance Industries,Rights issue approved by board at ₹253 per share,2025-08-27 22:18:50.037241,PR Agency,legitimate,0.8062550918653102,Medium,High,Verified
ann_0082,ITC,Board approves bonus issue in ratio 1:1,2025-08-26 22:18:50.037251,BSE,legitimate,0.7491912760435514,High,High,Verified
ann_0083,Kotak Mahindra Bank,Company receives regulatory approval for manufacturing project,2025-08-20 22:18:50.037260,BSE,legitimate,0.8169757096750985,High,High,Verified
ann_0084,Asian Paints,Company receives regulatory approval for infrastructure project,2025-08-29 22:18:50.037269,Company Website,legitimate,0.8214187961568575,Low,High,Verified
ann_0085,Kotak Mahindra Bank,Company discovers oil reserves worth ₹1 lakh crore in Rajasthan,2025-07-23 22:18:50.037281,Company Website,fraudulent,0.3455341034528559,Low,Low,Unverified
ann_0086,Wipro,Board approves bonus issue in ratio 1:1,2025-07-06 22:18:50.037293,PR Agency,legitimate,0.86692241245648,Low,High,Verified
ann_0087,Asian Paints,Rights issue approved by board at ₹296 per share,2025-07-09 22:18:50.037301,NSE,legitimate,0.9016296635569572,Medium,High,Verified
ann_0088,Titan Company,Board recommends final dividend of ₹36 per share,2025-06-30 22:18:50.037310,NSE,legitimate,0.7160331140087968,Low,High,Verified
ann_0089,Wipro,Rights issue approved by board at ₹247 per share,2025-06-25 22:18:50.037318,PR Agency,legitimate,0.7361671014019359,Medium,High,Verified
ann_0090,Kotak Mahindra Bank,Exclusive mining rights granted in Antarctica,2025-06-30 22:18:50.037326,Company Website,fraudulent,0.3876229310344489,Low,Low,Unverified
ann_0091,Maruti Suzuki,Merger with Tesla confirmed - stock to increase 1000%,2025-08-03 22:18:50.037334,Company Website,fraudulent,0.14034114857554544,High,Low,Unverified
ann_0092,TCS,Dividend of ₹14 per share declared for shareholders,2025-08-05 22:18:50.037343,Company Website,legitimate,0.9118011574810796,Low,High,Verified
ann_0093,Titan Company,Board recommends final dividend of ₹33 per share,2025-08-08 22:18:50.037352,BSE,legitimate,0.9284393747746198,Low,High,Verified
ann_0094,ITC,Company launches new product line for retail market,2025-07-21 22:18:50.037360,News Portal,legitimate,0.8620555070242768,Medium,High,Verified
ann_0095,Maruti Suzuki,Company launches new product line for retail market,2025-07-25 22:18:50.037369,BSE,legitimate,0.7859636358288473,Medium,High,Verified
ann_0096,Reliance Industries,Dividend of ₹46 per share declared for shareholders,2025-08-09 22:18:50.037377,Company Website,legitimate,0.8870778780042377,Low,High,Verified
ann_0097,HUL,Rights issue approved by board at ₹985 per share,2025-06-29 22:18:50.037385,News Portal,legitimate,0.8541794254570648,Low,High,Verified
ann_0098,ICICI Bank,Company signs MoU with IBM for strategic collaboration,2025-06-18 22:18:50.037394,News Portal,legitimate,0.7087507125714326,Low,High,Verified
ann_0099,ITC,QQ3 results show 15% growth in revenue,2025-06-25 22:18:50.037403,NSE,legitimate,0.7340051051776126,Low,High,Verified
ann_0100,Infosys,Company receives regulatory approval for expansion project,2025-06-16 22:18:50.037412,BSE,legitimate,0.7325882192903013,Medium,High,Verified
ann_0101,HDFC,"Secret government contract worth ₹50,000 crore finalized",2025-08-28 22:18:50.037420,Company Website,fraudulent,0.37884340940003447,High,Low,Unverified
ann_0102,HDFC Bank,Board meeting scheduled to consider quarterly results on 2025-09-25,2025-07-02 22:18:50.037429,BSE,legitimate,0.8331528299882567,High,High,Verified
ann_0103,TCS,Annual general meeting scheduled for 2025-09-19,2025-07-18 22:18:50.037437,BSE,legitimate,0.7883525454889619,High,High,Verified
ann_0104,Larsen & Toubro,"Secret government contract worth ₹50,000 crore finalized",2025-06-06 22:18:50.037445,BSE,fraudulent,0.34424074804490423,Low,Low,Unverified
ann_0105,Asian Paints,Company launches new product line for automobile market,2025-06-11 22:18:50.037454,Company Website,legitimate,0.9118826284000308,High,High,Verified
ann_0106,HDFC,Board recommends final dividend of ₹43 per share,2025-06-13 22:18:50.037463,PR Agency,legitimate,0.8387494876549683,High,High,Verified
ann_0107,HDFC Bank,Merger with Tesla confirmed - stock to increase 1000%,2025-08-30 22:18:50.037471,BSE,fraudulent,0.3425584108331944,High,Low,Unverified
ann_0108,TCS,Board approves bonus issue in ratio 1:1,2025-08-27 22:18:50.037479,News Portal,legitimate,0.7114117562946884,High,High,Verified
ann_0109,Reliance Industries,Annual general meeting scheduled for 2025-09-10,2025-06-10 22:18:50.037488,PR Agency,legitimate,0.8098457617233967,High,High,Verified
ann_0110,Asian Paints,Rights issue approved by board at ₹245 per share,2025-07-01 22:18:50.037497,NSE,legitimate,0.7539784111802128,Low,High,Verified
ann_0111,ITC,Board approves bonus issue in ratio 1:1,2025-08-20 22:18:50.037506,Company Website,legitimate,0.8838829030565155,Low,High,Verified
ann_0112,Kotak Mahindra Bank,QQ2 results show 19% growth in revenue,2025-08-16 22:18:50.037514,News Portal,legitimate,0.7200593400721527,Low,High,Verified
ann_0113,Titan Company,Board approves bonus issue in ratio 1:1,2025-07-09 22:18:50.037523,Company Website,legitimate,0.812153271309165,High,High,Verified
ann_0114,HDFC Bank,Annual general meeting scheduled for 2025-09-26,2025-07-29 22:18:50.037531,News Portal,legitimate,0.8108661113305429,Medium,High,Verified
ann_0115,Bharti Airtel,Board approves bonus issue in ratio 1:1,2025-07-02 22:18:50.037543,Company Website,legitimate,0.9182733612212948,Medium,High,Verified
ann_0116,HDFC,Dividend of ₹49 per share declared for shareholders,2025-06-29 22:18:50.037551,News Portal,legitimate,0.9352191365394593,Low,High,Verified
ann_0117,ITC,Company launches new product line for healthcare market,2025-07-19 22:18:50.037559,PR Agency,legitimate,0.8400785551031579,Medium,High,Verified
ann_0118,TCS,Board meeting scheduled to consider quarterly results on 2025-09-17,2025-08-02 22:18:50.037568,BSE,legitimate,0.9026233080196983,Low,High,Verified
ann_0119,State Bank of India,Company signs MoU with Google for strategic collaboration,2025-07-29 22:18:50.037576,News Portal,legitimate,0.9195985724720237,Medium,High,Verified
ann_0120,Asian Paints,Board recommends final dividend of ₹35 per share,2025-07-30 22:18:50.037585,BSE,legitimate,0.8404747558503458,Low,High,Verified
ann_0121,Reliance Industries,Annual general meeting scheduled for 2025-09-18,2025-07-25 22:18:50.037593,PR Agency,legitimate,0.9309196221233849,High,High,Verified
ann_0122,Wipro,Rights issue approved by board at ₹904 per share,2025-08-23 22:18:50.037602,NSE,legitimate,0.9284839715957492,Low,High,Verified
ann_0123,Asian Paints,Company discovers oil reserves worth ₹1 lakh crore in Rajasthan,2025-07-20 22:18:50.037610,News Portal,fraudulent,0.2771550805570979,High,Low,Unverified
ann_0124,Larsen & Toubro,Annual general meeting scheduled for 2025-09-11,2025-06-27 22:18:50.037619,PR Agency,legitimate,0.8457901945495598,Medium,High,Verified
ann_0125,State Bank of India,Dividend of ₹29 per share declared for shareholders,2025-06-21 22:18:50.037630,BSE,legitimate,0.8123554773082728,Medium,High,Verified
ann_0126,Larsen & Toubro,Company signs MoU with Google for strategic collaboration,2025-07-13 22:18:50.037638,Company Website,legitimate,0.9160922831139258,High,High,Verified
ann_0127,TCS,Company receives regulatory approval for research project,2025-08-01 22:18:50.037647,BSE,legitimate,0.8093454803910579,Medium,High,Verified
ann_0128,Bharti Airtel,Board approves bonus issue in ratio 1:1,2025-06-17 22:18:50.037659,PR Agency,legitimate,0.903102470400731,Low,High,Verified
ann_0129,Larsen & Toubro,Board meeting scheduled to consider quarterly results on 2025-09-07,2025-08-31 22:18:50.037670,News Portal,legitimate,0.8903574294910571,High,High,Verified
ann_0130,Infosys,Board approves bonus issue in ratio 1:1,2025-09-03 22:18:50.037682,PR Agency,legitimate,0.7886732729435509,Medium,High,Verified
ann_0131,HUL,Board approves bonus issue in ratio 1:1,2025-06-17 22:18:50.037690,PR Agency,legitimate,0.8956040086818242,High,High,Verified
ann_0132,Maruti Suzuki,Board recommends final dividend of ₹28 per share,2025-07-16 22:18:50.037698,Company Website,legitimate,0.7762233962328016,Low,High,Verified
ann_0133,Bharti Airtel,Company receives regulatory approval for infrastructure project,2025-07-16 22:18:50.037706,PR Agency,legitimate,0.7823982621760479,Low,High,Verified
ann_0134,ICICI Bank,Company signs MoU with Google for strategic collaboration,2025-08-10 22:18:50.037714,NSE,legitimate,0.8726170693672589,Low,High,Verified
ann_0135,HDFC,Company receives regulatory approval for research project,2025-08-05 22:18:50.037722,News Portal,legitimate,0.9413980308890217,Medium,High,Verified
ann_0136,ITC,URGENT: Stock split announced in ratio 10:1 effective immediately,2025-06-25 22:18:50.037732,News Portal,fraudulent,0.1427040132697072,Medium,Low,Unverified
ann_0137,ICICI Bank,Board meeting scheduled to consider quarterly results on 2025-09-30,2025-08-20 22:18:50.037742,BSE,legitimate,0.8313711600971649,Low,High,Verified
ann_0138,Larsen & Toubro,Company receives regulatory approval for infrastructure project,2025-06-17 22:18:50.037756,PR Agency,legitimate,0.8581603108852454,High,High,Verified
ann_0139,HDFC Bank,Joint venture with SpaceX for Mars mission announced,2025-06-16 22:18:50.037764,PR Agency,fraudulent,0.3129363449255297,Low,Low,Unverified
ann_0140,ICICI Bank,Company launches new product line for retail market,2025-06-20 22:18:50.037776,PR Agency,legitimate,0.9300536748415243,Low,High,Verified
ann_0141,Kotak Mahindra Bank,Annual general meeting scheduled for 2025-09-29,2025-08-14 22:18:50.037785,PR Agency,legitimate,0.7265201920590842,Medium,High,Verified
ann_0142,HUL,Board recommends final dividend of ₹41 per share,2025-07-03 22:18:50.037794,PR Agency,legitimate,0.9086308901802648,High,High,Verified
ann_0143,Reliance Industries,Company discovers oil reserves worth ₹1 lakh crore in Rajasthan,2025-08-15 22:18:50.037804,PR Agency,fraudulent,0.11906582855321085,Medium,Low,Unverified
ann_0144,State Bank of India,URGENT: Stock split announced in ratio 10:1 effective immediately,2025-06-17 22:18:50.037814,PR Agency,fraudulent,0.22838746627879486,Low,Low,Unverified
ann_0145,HDFC,"Secret government contract worth ₹50,000 crore finalized",2025-09-03 22:18:50.037822,Company Website,fraudulent,0.2893327417298041,High,Low,Unverified
ann_0146,Bharti Airtel,Annual general meeting scheduled for 2025-09-21,2025-07-20 22:18:50.037832,NSE,legitimate,0.9014660672310896,High,High,Verified
ann_0147,Kotak Mahindra Bank,Dividend of ₹21 per share declared for shareholders,2025-08-20 22:18:50.037842,News Portal,legitimate,0.7113568099021005,High,High,Verified
ann_0148,TCS,Board recommends final dividend of ₹37 per share,2025-06-26 22:18:50.037854,BSE,legitimate,0.8253058302196746,Medium,High,Verified
ann_0149,State Bank of India,Company launches new product line for technology market,2025-07-19 22:18:50.037863,PR Agency,legitimate,0.7019057159190563,Low,High,Verified
ann_0150,TCS,Annual general meeting scheduled for 2025-09-12,2025-06-07 22:18:50.037892,BSE,legitimate,0.7624014531223763,Low,High,Verified
ann_0151,ITC,Company launches new product line for healthcare market,2025-06-26 22:18:50.037977,BSE,legitimate,0.8060856367887896,High,High,Verified
ann_0152,HDFC Bank,Dividend of ₹21 per share declared for shareholders,2025-07-29 22:18:50.037987,News Portal,legitimate,0.9313914419687569,Medium,High,Verified
ann_0153,ITC,Dividend of ₹8 per share declared for shareholders,2025-08-26 22:18:50.037995,PR Agency,legitimate,0.7857820454261746,High,High,Verified
ann_0154,TCS,Rights issue approved by board at ₹710 per share,2025-07-19 22:18:50.038003,Company Website,legitimate,0.7564846297425104,High,High,Verified
ann_0155,Asian Paints,Revolutionary technology breakthrough - patents worth billions,2025-07-01 22:18:50.038012,BSE,fraudulent,0.1934246708399896,High,Low,Unverified
ann_0156,HDFC Bank,Rights issue approved by board at ₹300 per share,2025-08-26 22:18:50.038020,Company Website,legitimate,0.9172849146984692,Low,High,Verified
ann_0157,ITC,Rights issue approved by board at ₹838 per share,2025-06-14 22:18:50.038029,BSE,legitimate,0.8007759271133554,Medium,High,Verified
ann_0158,HDFC,Company signs MoU with Microsoft for strategic collaboration,2025-06-09 22:18:50.038038,News Portal,legitimate,0.8709687014449666,Low,High,Verified
ann_0159,Maruti Suzuki,Board meeting scheduled to consider quarterly results on 2025-09-20,2025-08-07 22:18:50.038046,NSE,legitimate,0.8810942978962578,Low,High,Verified
ann_0160,Kotak Mahindra Bank,Exclusive mining rights granted in Antarctica,2025-07-20 22:18:50.038054,BSE,fraudulent,0.17294534747975865,Medium,Low,Unverified
ann_0161,Reliance Industries,QQ2 results show 25% growth in revenue,2025-08-31 22:18:50.038062,News Portal,legitimate,0.8930692617858955,Medium,High,Verified
ann_0162,ICICI Bank,Joint venture with SpaceX for Mars mission announced,2025-06-27 22:18:50.038070,PR Agency,fraudulent,0.20775028924458266,High,Low,Unverified
ann_0163,ICICI Bank,Annual general meeting scheduled for 2025-09-28,2025-07-14 22:18:50.038078,PR Agency,legitimate,0.8474638004442999,Low,High,Verified
ann_0164,Asian Paints,Board approves bonus issue in ratio 1:1,2025-07-06 22:18:50.038086,NSE,legitimate,0.9125448269122989,Medium,High,Verified
ann_0165,ITC,Dividend of ₹32 per share declared for shareholders,2025-08-07 22:18:50.038094,NSE,legitimate,0.7659371609807331,High,High,Verified
ann_0166,HDFC Bank,Cryptocurrency partnership with major bank confirmed,2025-06-21 22:18:50.038103,NSE,fraudulent,0.18383793609885424,High,Low,Unverified
ann_0167,HDFC,BREAKING: Company acquired by Apple for $50 billion deal!,2025-08-17 22:18:50.038110,News Portal,fraudulent,0.11501473610676542,Low,Low,Unverified
ann_0168,TCS,Annual general meeting scheduled for 2025-09-20,2025-07-14 22:18:50.038118,Company Website,legitimate,0.9158894223886785,Medium,High,Verified
ann_0169,Bharti Airtel,Dividend of ₹11 per share declared for shareholders,2025-07-18 22:18:50.038126,BSE,legitimate,0.7847356423613252,Medium,High,Verified
ann_0170,Asian Paints,Joint venture with SpaceX for Mars mission announced,2025-07-13 22:18:50.038134,Company Website,fraudulent,0.24529215002710203,Low,Low,Unverified
ann_0171,Asian Paints,Dividend of ₹46 per share declared for shareholders,2025-08-22 22:18:50.038143,BSE,legitimate,0.8392940272207718,Medium,High,Verified
ann_0172,TCS,Board recommends final dividend of ₹11 per share,2025-06-18 22:18:50.038151,PR Agency,legitimate,0.8186909063608249,Low,High,Verified
ann_0173,TCS,Company receives regulatory approval for manufacturing project,2025-07-06 22:18:50.038161,News Portal,legitimate,0.7417973253608953,Medium,High,Verified
ann_0174,Wipro,Company receives regulatory approval for research project,2025-06-29 22:18:50.038169,Company Website,legitimate,0.7364537093599302,High,High,Verified
ann_0175,ICICI Bank,Board meeting scheduled to consider quarterly results on 2025-09-08,2025-08-18 22:18:50.038177,BSE,legitimate,0.8945085104851821,Low,High,Verified
ann_0176,Kotak Mahindra Bank,Annual general meeting scheduled for 2025-09-22,2025-08-25 22:18:50.038197,BSE,legitimate,0.845485221541241,High,High,Verified
ann_0177,Infosys,Company launches new product line for technology market,2025-06-18 22:18:50.038207,Company Website,legitimate,0.7357474211051317,Low,High,Verified
ann_0178,Reliance Industries,Company receives regulatory approval for expansion project,2025-07-26 22:18:50.038215,Company Website,legitimate,0.9331172416966188,Low,High,Verified
ann_0179,Titan Company,Board approves bonus issue in ratio 1:1,2025-07-13 22:18:50.038226,NSE,legitimate,0.8365180815162543,Low,High,Verified
ann_0180,State Bank of India,Merger with Tesla confirmed - stock to increase 1000%,2025-08-31 22:18:50.038234,BSE,fraudulent,0.3698077962932218,Medium,Low,Unverified
ann_0181,Infosys,Board recommends final dividend of ₹6 per share,2025-07-19 22:18:50.038244,PR Agency,legitimate,0.7364506076416328,High,High,Verified
